body_shape,colour,condition,displacement,fuel,has_mfk,performance,price,curb_weight,registration_age,mileage,brand
Chopper,violett,Occasion,1584.0,Benzin Bleifrei,False,76.0,9900,385.0,151,14000.0,Harley-davidson
Chopper,rot,Occasion,1584.0,Andere,False,73.0,12600,405.0,150,40804.0,Harley-davidson
Chopper,Sonstiges,Occasion,1585.0,Andere,False,76.0,9500,492.0,141,12085.0,Harley-davidson
Chopper,anthrazit,Occasion,883.0,Andere,False,53.0,5300,335.0,141,10600.0,Harley-davidson
Chopper,rot,Occasion,1584.0,Andere,False,71.0,16900,368.0,141,14900.0,Harley-davidson
Touring,blau,Occasion,1802.0,Andere,False,94.0,17800,440.0,139,24250.0,Harley-davidson
Chopper,gelb,Occasion,1202.0,Andere,False,67.0,7900,345.0,137,10300.0,Harley-davidson
Chopper,blau,Occasion,1584.0,Andere,False,71.0,15950,395.0,137,19550.0,Harley-davidson
Chopper,rot,Occasion,1202.0,Andere,False,67.0,6970,345.0,134,28877.0,Harley-davidson
Chopper,rot,Occasion,1584.0,Benzin Bleifrei,False,70.0,9500,526.0,128,36000.0,Harley-davidson
Chopper,Sonstiges,Occasion,882.0,Andere,True,53.0,5500,454.0,125,15000.0,Harley-davidson
Chopper,schwarz,Occasion,882.0,Benzin Bleifrei,True,53.0,5500,335.0,125,15000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,False,91.0,8500,335.0,123,13800.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Benzin Bleifrei,False,121.0,13900,370.0,120,18600.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,77.0,11900,395.0,118,22200.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Benzin Bleifrei,False,77.0,12500,385.0,115,14300.0,Harley-davidson
Chopper,Sonstiges,Occasion,1585.0,Andere,False,77.0,11700,492.0,114,32500.0,Harley-davidson
Touring,blau,Occasion,1801.0,Benzin Bleifrei,False,93.0,22500,455.0,114,19250.0,Harley-davidson
Chopper,orange,Occasion,1202.0,Benzin Bleifrei,False,91.0,7750,335.0,112,33000.0,Harley-davidson
Chopper,Sonstiges,Occasion,1201.0,Andere,True,66.0,11300,454.0,106,9000.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Benzin Bleifrei,False,76.0,15900,405.0,105,13800.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Andere,False,121.0,13890,370.0,104,16380.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,11800,335.0,104,1700.0,Harley-davidson
Chopper,Sonstiges,Occasion,1246.0,Andere,True,125.0,11900,464.0,103,13850.0,Harley-davidson
Touring,orange,Occasion,1801.0,Andere,False,98.0,17900,455.0,103,63800.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,9900,335.0,102,26000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,10900,335.0,102,5350.0,Harley-davidson
Touring,Sonstiges,Occasion,1689.0,Andere,True,84.0,16800,617.0,96,10800.0,Harley-davidson
Touring,orange,Occasion,1689.0,Benzin Bleifrei,True,84.0,16800,443.0,96,10800.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,77.0,13900,385.0,93,17281.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Benzin Bleifrei,False,79.0,13900,393.0,93,17300.0,Harley-davidson
Touring,Sonstiges,Occasion,1689.0,Andere,False,84.0,12500,617.0,89,55000.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,True,66.0,11500,335.0,84,19000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,91.0,8400,335.0,81,18300.0,Harley-davidson
Touring,grau,Occasion,1801.0,Andere,False,98.0,29800,505.0,81,4700.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,16400,405.0,80,9800.0,Harley-davidson
Chopper,rot,Occasion,1690.0,Andere,False,79.0,11950,395.0,80,32500.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,False,76.0,12900,405.0,77,29200.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,76.0,11400,385.0,77,28500.0,Harley-davidson
Chopper,grau,Occasion,1690.0,Andere,False,79.0,29900,405.0,70,22500.0,Harley-davidson
Chopper,weiss,Occasion,1202.0,Andere,False,67.0,16590,345.0,71,300.0,Harley-davidson
Chopper,Sonstiges,Occasion,1689.0,Andere,False,78.0,18000,526.0,69,12000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,9370,330.0,66,6356.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Andere,False,93.0,25500,455.0,66,4265.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,76.0,13900,386.0,65,11200.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,True,87.0,25900,437.0,62,16300.0,Harley-davidson
Chopper,schwarz,Occasion,749.0,Andere,True,57.0,5900,297.0,62,10200.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,79.0,17770,393.0,61,11575.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,75.0,15900,416.0,56,37000.0,Harley-davidson
Touring,schwarz,Occasion,1689.0,Benzin Bleifrei,True,87.0,24900,437.0,54,19000.0,Harley-davidson
Touring,Sonstiges,Occasion,1689.0,Andere,True,87.0,18800,617.0,54,6800.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Benzin Bleifrei,True,77.0,13500,380.0,54,17000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,True,68.0,11800,340.0,54,8700.0,Harley-davidson
Chopper,anthrazit,Occasion,1689.0,Andere,True,74.0,33900,399.0,48,8042.0,Harley-davidson
Chopper,blau,Occasion,1690.0,Andere,True,79.0,19900,405.0,50,10400.0,Harley-davidson
Touring,grün,Occasion,1690.0,Andere,True,87.0,20900,448.0,43,18300.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Andere,True,93.0,24900,386.0,43,24100.0,Harley-davidson
Chopper,grau,Occasion,1690.0,Andere,True,79.0,24000,387.0,43,11200.0,Harley-davidson
Chopper,Sonstiges,Occasion,1201.0,Andere,True,66.0,10480,454.0,43,7000.0,Harley-davidson
Touring,Sonstiges,Occasion,1801.0,Andere,True,97.0,32500,617.0,41,7600.0,Harley-davidson
Chopper,Sonstiges,Occasion,882.0,Andere,True,51.0,10400,454.0,36,3800.0,Harley-davidson
Chopper,bordeaux,Occasion,1690.0,Andere,True,77.0,18900,386.0,33,11000.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,79.0,17900,387.0,32,4200.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,68.0,12900,340.0,32,12500.0,Harley-davidson
Chopper,schwarz,Occasion,749.0,Andere,True,58.0,5990,308.0,32,5400.0,Harley-davidson
Chopper,gelb,Occasion,1690.0,Andere,True,75.0,19500,400.0,29,6400.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,True,67.0,11500,313.0,29,3100.0,Harley-davidson
Touring,Sonstiges,Occasion,1745.0,Andere,True,91.0,26500,617.0,27,2150.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,75.0,19600,393.0,23,250.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,67.0,13900,317.0,22,2700.0,Harley-davidson
Chopper,weiss,Occasion,1745.0,Andere,True,87.0,20800,392.0,21,10300.0,Harley-davidson
Trike,schwarz,Occasion,1745.0,Andere,True,88.0,27900,582.0,21,810.0,Harley-davidson
Touring,grau,Occasion,1745.0,Andere,True,91.0,28300,488.0,21,8500.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,67.0,12900,317.0,20,2800.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,68.0,11500,340.0,20,2500.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,23400,451.0,20,7700.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,22470,454.0,20,7455.0,Harley-davidson
Chopper,schwarz,Occasion,1745.0,Andere,True,84.0,18870,379.0,16,4750.0,Harley-davidson
Touring,rot,Occasion,1745.0,Andere,True,90.0,26400,451.0,14,2000.0,Harley-davidson
Chopper,schwarz,Occasion,1745.0,Andere,True,84.0,19900,379.0,18,1500.0,Harley-davidson
Chopper,schwarz,Occasion,749.0,Andere,True,71.0,7400,308.0,18,300.0,Harley-davidson
Chopper,schwarz,Occasion,749.0,Andere,True,71.0,7400,308.0,18,300.0,Harley-davidson
Chopper,rot,Occasion,1745.0,Andere,True,87.0,19790,391.0,18,1320.0,Harley-davidson
Chopper,grau,Occasion,1745.0,Andere,True,87.0,15500,372.0,17,1000.0,Harley-davidson
Chopper,Sonstiges,Occasion,1745.0,Andere,True,87.0,24500,533.0,20,530.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,91.0,22900,488.0,19,11000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,67.0,11200,335.0,19,1000.0,Harley-davidson
Chopper,grau,Occasion,749.0,Andere,True,58.0,5990,308.0,19,4000.0,Harley-davidson
Chopper,schwarz,Occasion,1868.0,Andere,True,94.0,19470,381.0,19,8333.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,67.0,12200,335.0,19,1400.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,75.0,18400,405.0,19,1300.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,21500,451.0,20,8700.0,Harley-davidson
Chopper,rot,Occasion,1745.0,Andere,True,87.0,16900,375.0,20,1000.0,Harley-davidson
Chopper,schwarz,Occasion,1868.0,Andere,True,94.0,21500,405.0,20,7500.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,23000,451.0,20,7700.0,Harley-davidson
Chopper,blau,Occasion,1745.0,Andere,True,87.0,20470,391.0,20,2000.0,Harley-davidson
Touring,weiss,Occasion,1745.0,Andere,True,89.0,48900,463.0,21,30.0,Harley-davidson
Chopper,weiss,Occasion,1868.0,Andere,True,94.0,19470,381.0,21,11733.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,33000,463.0,22,5283.0,Harley-davidson
Strasse,schwarz,Occasion,1923.0,Andere,True,106.0,34900,473.0,21,5800.0,Harley-davidson
Chopper,schwarz,Occasion,749.0,Andere,True,71.0,5450,308.0,27,9500.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,75.0,18900,400.0,27,1000.0,Harley-davidson
Chopper,schwarz,Occasion,749.0,Andere,True,71.0,7400,308.0,26,450.0,Harley-davidson
Chopper,grau,Occasion,1868.0,Andere,True,94.0,19800,381.0,26,7600.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,91.0,27900,488.0,26,950.0,Harley-davidson
Chopper,schwarz,Occasion,1745.0,Andere,True,87.0,18990,379.0,25,4000.0,Harley-davidson
Strasse,grau,Occasion,1923.0,Andere,True,106.0,39900,476.0,24,9900.0,Harley-davidson
Chopper,schwarz,Occasion,1745.0,Andere,True,87.0,19470,379.0,24,3700.0,Harley-davidson
Chopper,rot,Occasion,1745.0,Andere,True,87.0,20800,372.0,23,3400.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,21900,451.0,26,5500.0,Harley-davidson
Chopper,grau,Occasion,1745.0,Andere,True,87.0,18500,379.0,26,2500.0,Harley-davidson
Touring,weiss,Occasion,1745.0,Andere,True,90.0,32900,451.0,26,14000.0,Harley-davidson
Touring,schwarz,Occasion,1745.0,Andere,True,90.0,22900,463.0,26,7000.0,Harley-davidson
Chopper,bordeaux,Occasion,1868.0,Andere,True,94.0,23900,380.0,26,7500.0,Harley-davidson
Chopper,grau,Occasion,1868.0,Andere,True,94.0,19900,392.0,26,4000.0,Harley-davidson
Trike,schwarz,Occasion,1745.0,Andere,True,88.0,25900,582.0,26,1700.0,Harley-davidson
Chopper,rot,Occasion,749.0,Andere,True,71.0,7400,308.0,26,1000.0,Harley-davidson
Touring,schwarz,Occasion,749.0,Andere,True,58.0,6900,308.0,29,1700.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Benzin Bleifrei,True,97.0,39666,361.0,29,5000.0,Harley-davidson
Chopper,rot,Occasion,883.0,Benzin Bleifrei,True,53.0,11900,340.0,32,1100.0,Harley-davidson
Strasse,rot,Occasion,1868.0,Andere,True,102.0,49900,473.0,31,290.0,Harley-davidson
Chopper,anthrazit,Occasion,749.0,Andere,True,71.0,6750,308.0,31,6800.0,Harley-davidson
Chopper,Sonstiges,Occasion,1247.0,Andere,True,121.0,16900,370.0,33,3000.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Andere,True,92.0,35800,393.0,39,3634.0,Harley-davidson
Touring,silber,Occasion,1690.0,Andere,True,87.0,19900,423.0,38,8729.0,Harley-davidson
Chopper,grau,Occasion,1689.0,Benzin Bleifrei,True,74.0,17999,399.0,38,17000.0,Harley-davidson
Touring,Sonstiges,Occasion,1745.0,Andere,True,91.0,33000,487.0,43,4000.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,True,87.0,21370,423.0,43,15951.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Benzin Bleifrei,True,79.0,17900,393.0,43,8300.0,Harley-davidson
Chopper,schwarz,Occasion,883.0,Andere,True,53.0,16800,313.0,41,1900.0,Harley-davidson
Chopper,blau,Occasion,1690.0,Andere,True,76.0,12470,386.0,41,9850.0,Harley-davidson
Chopper,silber,Occasion,1801.0,Andere,True,92.0,49000,387.0,41,5255.0,Harley-davidson
Chopper,silber,Occasion,1690.0,Andere,True,77.0,11800,380.0,43,33500.0,Harley-davidson
Chopper,schwarz,Occasion,882.0,Benzin Bleifrei,True,53.0,9000,340.0,43,3878.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Andere,True,93.0,19850,387.0,43,14200.0,Harley-davidson
Touring,blau,Occasion,1690.0,Andere,True,76.0,15900,405.0,50,4200.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Andere,True,123.0,14890,377.0,48,10459.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,79.0,19400,385.0,45,3800.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Andere,True,66.0,14500,313.0,45,9567.0,Harley-davidson
Chopper,schwarz,Occasion,1246.0,Benzin Bleifrei,True,122.0,17000,377.0,45,16100.0,Harley-davidson
Touring,schwarz,Occasion,1689.0,Benzin Bleifrei,True,87.0,22900,424.0,45,7200.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Andere,True,93.0,19470,387.0,45,22297.0,Harley-davidson
Touring,silber,Occasion,1801.0,Andere,True,98.0,34900,504.0,45,7600.0,Harley-davidson
Touring,silber,Occasion,1690.0,Andere,True,87.0,19900,423.0,45,6500.0,Harley-davidson
Touring,schwarz,Occasion,1801.0,Andere,True,98.0,32500,488.0,53,6433.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,76.0,13900,386.0,45,7100.0,Harley-davidson
Chopper,orange,Occasion,1690.0,Andere,True,75.0,17900,416.0,53,33100.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,75.0,27900,399.0,53,17800.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,True,87.0,19980,448.0,53,6300.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,True,87.0,22590,424.0,53,10300.0,Harley-davidson
Chopper,grau,Occasion,1690.0,Benzin Bleifrei,True,79.0,17500,393.0,53,10000.0,Harley-davidson
Chopper,beige,Occasion,1247.0,Andere,True,121.0,18200,370.0,52,7800.0,Harley-davidson
Touring,rot,Occasion,1801.0,Andere,True,98.0,24900,488.0,52,32000.0,Harley-davidson
Chopper,weiss,Occasion,882.0,Benzin Bleifrei,True,53.0,8200,330.0,56,6800.0,Harley-davidson
Chopper,Sonstiges,Occasion,1201.0,Andere,True,68.0,8500,454.0,55,21000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,68.0,9300,340.0,55,28600.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,True,67.0,9770,313.0,55,11526.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,True,68.0,8500,340.0,55,21000.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,True,75.0,23400,399.0,54,2800.0,Harley-davidson
Chopper,anthrazit,Occasion,1202.0,Andere,True,67.0,10850,313.0,54,22450.0,Harley-davidson
Chopper,schwarz,Occasion,1801.0,Andere,True,93.0,23900,406.0,57,39900.0,Harley-davidson
Chopper,Sonstiges,Occasion,1201.0,Andere,True,68.0,12000,454.0,57,5000.0,Harley-davidson
Touring,gelb,Occasion,1801.0,Andere,True,98.0,27900,504.0,57,39000.0,Harley-davidson
Chopper,grün,Occasion,1201.0,Andere,True,68.0,12990,330.0,60,2950.0,Harley-davidson
Chopper,Sonstiges,Occasion,1689.0,Andere,False,74.0,37500,533.0,64,738.0,Harley-davidson
Chopper,schwarz,Occasion,1689.0,Benzin Bleifrei,False,77.0,23400,380.0,64,14000.0,Harley-davidson
Chopper,braun,Occasion,1690.0,Benzin Bleifrei,False,76.0,11950,386.0,66,15160.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,False,68.0,10900,330.0,66,6100.0,Harley-davidson
Chopper,rot,Occasion,1247.0,Andere,False,123.0,39900,377.0,67,1620.0,Harley-davidson
Chopper,blau,Occasion,1801.0,Andere,False,93.0,28800,406.0,67,1151.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Andere,False,123.0,12950,377.0,67,38100.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,10900,330.0,67,2750.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,16700,405.0,67,7800.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,10900,330.0,67,5300.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,12800,395.0,67,19350.0,Harley-davidson
Chopper,schwarz,Occasion,1689.0,Benzin Bleifrei,True,78.0,16500,395.0,67,16000.0,Harley-davidson
Chopper,orange,Occasion,1202.0,Andere,False,68.0,8500,340.0,68,9657.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,True,68.0,8900,340.0,68,10000.0,Harley-davidson
Touring,gelb,Occasion,1689.0,Benzin Bleifrei,False,84.0,20000,443.0,77,12000.0,Harley-davidson
Chopper,Sonstiges,Occasion,1585.0,Andere,False,76.0,10800,492.0,77,3500.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,8000,345.0,75,5600.0,Harley-davidson
Chopper,rot,Occasion,1202.0,Andere,False,67.0,7900,335.0,79,5550.0,Harley-davidson
Chopper,schwarz,Occasion,883.0,Andere,False,53.0,7270,335.0,79,21551.0,Harley-davidson
Chopper,schwarz,Occasion,1689.0,Benzin Bleifrei,True,78.0,15500,393.0,79,7100.0,Harley-davidson
Chopper,Sonstiges,Occasion,882.0,Andere,False,53.0,5100,454.0,74,48300.0,Harley-davidson
Chopper,blau,Occasion,1689.0,Andere,False,77.0,15900,380.0,77,6867.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Andere,False,55.76,11900,285.0,79,23700.0,Harley-davidson
Touring,blau,Occasion,1690.0,Andere,False,76.0,13400,405.0,79,17800.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,16890,393.0,79,6000.0,Harley-davidson
Touring,rot,Occasion,1801.0,Andere,False,99.0,84900,440.0,79,14000.0,Harley-davidson
Chopper,Sonstiges,Occasion,1202.0,Andere,False,67.0,8690,335.0,81,11956.0,Harley-davidson
Chopper,schwarz,Occasion,1689.0,Benzin Bleifrei,False,78.0,15500,385.0,81,14500.0,Harley-davidson
Chopper,braun,Occasion,1689.0,Benzin Bleifrei,False,78.0,17000,405.0,81,48000.0,Harley-davidson
Chopper,braun,Occasion,1690.0,Andere,False,75.0,15900,416.0,81,30200.0,Harley-davidson
Chopper,Sonstiges,Occasion,1689.0,Andere,False,74.0,16500,526.0,87,23000.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,13900,393.0,87,14900.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,17900,393.0,89,13800.0,Harley-davidson
Chopper,blau,Occasion,1801.0,Andere,False,89.0,19900,392.0,91,16200.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,False,84.0,15900,443.0,91,41550.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Benzin Bleifrei,False,76.0,9800,385.0,91,11570.0,Harley-davidson
Chopper,schwarz,Occasion,1689.0,Benzin Bleifrei,True,78.0,14500,405.0,91,28700.0,Harley-davidson
Touring,schwarz,Occasion,1689.0,Benzin Bleifrei,True,74.0,12800,405.0,91,15000.0,Harley-davidson
Chopper,blau,Occasion,1585.0,Benzin Bleifrei,False,77.0,13800,385.0,91,9100.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Benzin Bleifrei,False,76.0,12900,405.0,93,31800.0,Harley-davidson
Chopper,blau,Occasion,883.0,Andere,False,53.0,6900,335.0,91,15100.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Benzin Bleifrei,True,76.0,12600,385.0,91,20300.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,True,66.0,9000,335.0,91,6200.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,77.0,12900,395.0,91,21900.0,Harley-davidson
Chopper,bordeaux,Occasion,1801.0,Andere,False,98.0,22800,455.0,93,34950.0,Harley-davidson
Chopper,schwarz,Occasion,1690.0,Andere,False,79.0,12950,405.0,93,20650.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,7900,335.0,93,7100.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Andere,False,121.04,16800,382.0,94,14100.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,67.0,8200,345.0,93,16200.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Andere,False,121.0,12950,370.0,98,14000.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,76.0,19470,408.0,102,13000.0,Harley-davidson
Chopper,silber,Occasion,1202.0,Andere,False,91.0,8400,335.0,101,9500.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Benzin Bleifrei,True,76.0,10900,385.0,101,14000.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,False,67.0,9900,345.0,103,10200.0,Harley-davidson
Chopper,weiss,Occasion,1201.0,Benzin Bleifrei,True,66.0,8950,335.0,103,11000.0,Harley-davidson
Chopper,schwarz,Occasion,883.0,Benzin Bleifrei,False,53.0,7500,335.0,103,6700.0,Harley-davidson
Chopper,schwarz,Occasion,883.0,Benzin Bleifrei,False,53.0,8500,335.0,103,27900.0,Harley-davidson
Chopper,Sonstiges,Occasion,1585.0,Andere,False,73.0,19000,526.0,104,5000.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,76.0,15700,405.0,105,11000.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Benzin Bleifrei,False,77.0,14600,395.0,105,10092.0,Harley-davidson
Chopper,grau,Occasion,1202.0,Andere,False,67.0,9999,335.0,105,9600.0,Harley-davidson
Chopper,orange,Occasion,1585.0,Andere,False,77.0,14900,385.0,104,23000.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,True,66.0,8100,335.0,110,12100.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,True,66.0,12000,335.0,110,7480.0,Harley-davidson
Chopper,orange,Occasion,1246.0,Benzin Bleifrei,False,125.0,11790,370.0,110,15600.0,Harley-davidson
Chopper,rot,Occasion,1585.0,Andere,False,73.0,15500,395.0,106,26212.0,Harley-davidson
Chopper,schwarz,Occasion,1201.0,Benzin Bleifrei,False,66.0,7900,335.0,113,10000.0,Harley-davidson
Chopper,Sonstiges,Occasion,1246.0,Andere,False,125.0,14900,464.0,115,7000.0,Harley-davidson
Chopper,bordeaux,Occasion,1584.0,Benzin Bleifrei,True,73.0,16990,416.0,115,3430.0,Harley-davidson
Chopper,schwarz,Occasion,1247.0,Andere,False,125.0,11990,370.0,115,32500.0,Harley-davidson
Chopper,Sonstiges,Occasion,1584.0,Andere,True,76.0,15300,526.0,116,2032.0,Harley-davidson
Chopper,Sonstiges,Occasion,1584.0,Andere,False,76.0,14700,526.0,116,4719.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,91.0,9900,335.0,116,9100.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,77.0,13900,395.0,116,28100.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,91.0,9900,335.0,116,10150.0,Harley-davidson
Chopper,schwarz,Occasion,1745.0,Benzin Bleifrei,True,87.0,17000,391.0,19,2500.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Andere,False,76.0,19400,405.0,117,7300.0,Harley-davidson
Touring,schwarz,Occasion,1690.0,Andere,False,84.0,13900,488.0,117,77200.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Andere,False,91.12,7990,335.0,117,16310.0,Harley-davidson
Chopper,schwarz,Occasion,1585.0,Benzin Bleifrei,False,76.0,9500,385.0,117,34500.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,False,91.0,6900,335.0,122,33000.0,Harley-davidson
Chopper,anthrazit,Occasion,1580.0,Benzin Bleifrei,False,56.0,7500,360.0,120,50000.0,Harley-davidson
Chopper,Sonstiges,Occasion,1801.0,Andere,False,84.0,19500,492.0,125,33000.0,Harley-davidson
Chopper,schwarz,Occasion,1246.0,Benzin Bleifrei,False,125.0,13500,370.0,127,24645.0,Harley-davidson
Touring,schwarz,Occasion,1584.0,Benzin Bleifrei,False,81.0,15900,443.0,127,22800.0,Harley-davidson
Chopper,schwarz,Occasion,883.0,Benzin Bleifrei,False,53.0,8500,335.0,129,10200.0,Harley-davidson
Touring,Sonstiges,Occasion,1584.0,Andere,True,81.0,16500,617.0,133,23500.0,Harley-davidson
Chopper,schwarz,Occasion,1584.0,Benzin Bleifrei,True,76.0,14900,408.0,131,43600.0,Harley-davidson
Chopper,Sonstiges,Occasion,1801.0,Andere,False,83.0,18000,492.0,130,36670.0,Harley-davidson
Chopper,anthrazit,Occasion,1584.0,Andere,False,77.0,9900,395.0,130,32800.0,Harley-davidson
Chopper,Sonstiges,Occasion,1584.0,Andere,False,78.0,12200,395.0,129,4500.0,Harley-davidson
Chopper,silber,Occasion,882.0,Benzin Bleifrei,True,53.0,7690,340.0,137,24103.0,Harley-davidson
Chopper,orange,Occasion,1202.0,Benzin Bleifrei,True,91.0,7900,335.0,137,18120.0,Harley-davidson
Touring,silber,Occasion,1802.0,Andere,False,94.0,19900,505.0,129,57900.0,Harley-davidson
Touring,grau,Occasion,1802.0,Andere,False,94.0,24900,470.0,137,2200.0,Harley-davidson
Chopper,blau,Occasion,1584.0,Andere,False,31.0,14900,416.0,137,25300.0,Harley-davidson
Chopper,grau,Occasion,1584.0,Benzin Bleifrei,False,76.0,10900,385.0,137,13300.0,Harley-davidson
Chopper,schwarz,Occasion,1202.0,Benzin Bleifrei,False,34.0,7900,335.0,139,16700.0,Harley-davidson
